address,evmos_address,evmos_9000-1_staked,evmos_9000-1_count
nomic1dataxq2xj23xsax0z6fs4n37pymhfytymehjly,evmos1dataxq2xj23xsax0z6fs4n37pymhfyty9q4xkx,50000000,1
nomic1datdeznaqmmp46w9mpfm490tvd3guwntz9upt7,evmos1datdeznaqmmp46w9mpfm490tvd3guwntuu74zu,70000000,1
nomic1daut44f4vzg80ce35ejcrz2xawzt3d9cpvdj0k,evmos1daut44f4vzg80ce35ejcrz2xawzt3d9cl40xx5,191699587,1
nomic1dawry043u5wurt6lxf3h7zegsx6festreqmmg3,evmos1dawry043u5wurt6lxf3h7zegsx6festr8ee0pn,534885875,1
nomic1daxdz3sunp8srpdx9xt2jfxwp6wgfs7y8236yq,evmos1daxdz3sunp8srpdx9xt2jfxwp6wgfs7yennwdz,453279958,25
nomic1daxyr2rrrmp7k3uf38rldyn6flza9d3ugn88nv,evmos1daxyr2rrrmp7k3uf38rldyn6flza9d3uk29n6w,2518829,1
nomic1dayl6ru6rw3cswvrssenvne7unzel7jezape0m,evmos1dayl6ru6rw3cswvrssenvne7unzel7jeuyrdxe,79977852,1
nomic1daypxnvtm6u4ftvh2fw0ptde44zxyc93futgew,evmos1daypxnvtm6u4ftvh2fw0ptde44zxyc93h9fusv,5000000,1
nomic1dayxy5jmlwwvcpwcwwkvhlkqawjwdvla9686dc,evmos1dayxy5jmlwwvcpwcwwkvhlkqawjwdvlamr9wy6,196000000,1
nomic1dazqjumkupwwq4m7ft7pv3hqt09q3twaug0ewt,evmos1dazqjumkupwwq4m7ft7pv3hqt09q3twaz3dd8f,163000000,1
nomic1dazxtkcr8xjkt3hs3rfeaedwl0vzjtc3m6atgd,evmos1dazxtkcr8xjkt3hs3rfeaedwl0vzjtc39rllp0,81033544,2
nomic1dc03qpqfs5jjcptunm6ljmujpxz9duawaswlr9,evmos1dc03qpqfs5jjcptunm6ljmujpxz9duawrfvt28,70000000,1
nomic1dc08jse8hzy2458w9vgxrgj2m4r684aj3lmzz4,evmos1dc08jse8hzy2458w9vgxrgj2m4r684aj0xekth,7146142773,1
nomic1dc0f3qyz5pnasyxmsaatd9vtx26mcxcrvl9gnu,evmos1dc0f3qyz5pnasyxmsaatd9vtx26mcxcrjx8u67,5000000,1
nomic1dc2aatqf2sctdmhg3umsy90gcx85qrnfuzqe8y,evmos1dc2aatqf2sctdmhg3umsy90gcx85qrnfzmzdwx,4761000000,1
nomic1dc3h5rjygqm4qxqqwsg88g9dqjz5hcup0wua65,evmos1dc3h5rjygqm4qxqqwsg88g9dqjz5hcup3h7fnk,1500000000,1
nomic1dc4wl2u064n2l84a33wta4h4cftn5tfqgm387p,evmos1dc4wl2u064n2l84a33wta4h4cftn5tfqkznnhr,2000000,2
nomic1dc5n0sjhrz5yrz042k9wqv36sgmr6tfkhfj88f,evmos1dc5n0sjhrz5yrz042k9wqv36sgmr6tfkfssnwt,5000000,1
nomic1dc6s2pqc7rlk76rzg5alj6htc405f53pvxru7p,evmos1dc6s2pqc7rlk76rzg5alj6htc405f53pjlpghr,10039911,1
nomic1dc7a0cxrmpvfj9736ggnd7kxtv9uf6aj3whzxs,evmos1dc7a0cxrmpvfj9736ggnd7kxtv9uf6aj0h4k0j,25000000,1
nomic1dc7mcl7q4d6luag74xee7uu7zuj0z9d5wedp5p,evmos1dc7mcl7q4d6luag74xee7uu7zuj0z9d5sq04ar,357243366,1
nomic1dc96e93hvt0lqxqmzjz62eltp7hnnrnqvacmkf,evmos1dc96e93hvt0lqxqmzjz62eltp7hnnrnqjy60lt,32540000,1
nomic1dc9kla6nvyq2ne4hqsw2t2vppzf4jvh9tyth9l,evmos1dc9kla6nvyq2ne4hqsw2t2vppzf4jvh94afrva,17000000,1
nomic1dca9u7pgxncyr7y7eltsdlteeqw2zhum50wlmk,evmos1dca9u7pgxncyr7y7eltsdlteeqw2zhum2kvtj5,210000000,2
nomic1dcapqhu46hfpdmvguzhrtdawg0ntm8jxenfd6k,evmos1dcapqhu46hfpdmvguzhrtdawg0ntm8jx82ten5,58500000,1
nomic1dcd97799x775cg2td5q3aa5emwzq5h9fax8sh6,evmos1dcd97799x775cg2td5q3aa5emwzq5h9frl9y7c,704995900,1
nomic1dceuvwe702ew0adjsc63fvuen8c7uche4g79jy,evmos1dceuvwe702ew0adjsc63fvuen8c7uchet3u3mx,836933137,6
nomic1dceyv6k8zgvw5c3r6e759wrale3hzgjnksxcan,evmos1dceyv6k8zgvw5c3r6e759wrale3hzgjngfyv53,600017286,1
nomic1dcfg4us54zwhgh3cmz5mk5whgwdt72w4jj0tk0,evmos1dcfg4us54zwhgh3cmz5mk5whgwdt72w4vtdlld,50500000,1
nomic1dch94cvtjj5hehs5ef82al9rrggnjdc04ucvhy,evmos1dch94cvtjj5hehs5ef82al9rrggnjdc0t96c7x,149999999,3
nomic1dchm6cnkwnc4v4jfaqxfx286kmp0vy3p433yd4,evmos1dchm6cnkwnc4v4jfaqxfx286kmp0vy3ptgnsyh,4760000,1
nomic1dcjwjlpmwf7kpmrj7xgd29h6sprycqxymzrg7e,evmos1dcjwjlpmwf7kpmrj7xgd29h6sprycqxy9mpuhm,359900000,8
nomic1dckjg8pdzdsqf4hpjtxuagrxy50csc6fxtxcqq,evmos1dckjg8pdzdsqf4hpjtxuagrxy50csc6fcjyvfz,50000000,1
nomic1dcllxh2mwfyqchgxfnvywz9m6dwluhzt38a0pp,evmos1dcllxh2mwfyqchgxfnvywz9m6dwluhzt07lmgr,8000000,1
nomic1dcpwj68ay8a8u0z72qr50dwhcupxpnqelttw8s,evmos1dcpwj68ay8a8u0z72qr50dwhcupxpnqepjf6wj,502019690,1
nomic1dcqlnxm3efyl948wm4perxsmj38lgxc5u2z7k0,evmos1dcqlnxm3efyl948wm4perxsmj38lgxc5znq2ld,55000000,1
nomic1dcqrw623kpnuk0lg2fg4t0svjat7sw7e6d53s5,evmos1dcqrw623kpnuk0lg2fg4t0svjat7sw7ey5k9ek,333021329,2
nomic1dcqzcenugdk9t2v3e79rw83zmen54703kumxl5,evmos1dcqzcenugdk9t2v3e79rw83zmen54703g9ejkk,27250000,1
nomic1dct5zxvkldgds6rcdxkwg7uhde9x8n3jhtvwcj,evmos1dct5zxvkldgds6rcdxkwg7uhde9x8n3jfjw63s,100599504,1
nomic1dcthsdak6d3rqtjk62m8z3fph56d99ex7le0tv,evmos1dcthsdak6d3rqtjk62m8z3fph56d99exqxmmzw,33999999,1
nomic1dctkv2cfkhk5hylgf7f3k3dgca3sqr4sy9vy8l,evmos1dctkv2cfkhk5hylgf7f3k3dgca3sqr4s6uwswa,64728381,2
nomic1dcv2xzq38s8s4s74yac7tp5z6mpv3k2c59n6rs,evmos1dcv2xzq38s8s4s74yac7tp5z6mpv3k2c2u3w2j,51000000,1
nomic1dcvftjmzturp5fmgex3gyk9ls28ykn078hspgx,evmos1dcvftjmzturp5fmgex3gyk9ls28ykn07ewj4py,4890000,1
nomic1dcw94jat4u9ncu75gykp03qd9uwjuxpmvqder8,evmos1dcw94jat4u9ncu75gykp03qd9uwjuxpmje0d29,620865000,1
nomic1dcxj6tyuw4p5q9plv08v5vulgwvxxsx3gtdkas,evmos1dcxj6tyuw4p5q9plv08v5vulgwvxxsx3kj0z5j,2477386860,2
nomic1dcxwl88yy7jygxeyex7pkyduslsv03yng9swmw,evmos1dcxwl88yy7jygxeyex7pkyduslsv03ynkuj6jv,66000000,2
nomic1dcy3xu882m0qlx0957u2e2une9urjw9gy887yv,evmos1dcy3xu882m0qlx0957u2e2une9urjw9g6792dw,148200000,2
nomic1dcy7cstgvywspyqg0m75gh845yxdgtq5fvy237,evmos1dcy7cstgvywspyqg0m75gh845yxdgtq5h4x7cu,255271761,1
nomic1dcyf5lk8epgd6s56jps7jzytzwukv4p6apsq2w,evmos1dcyf5lk8epgd6s56jps7jzytzwukv4p6rcj5rv,70000000,1
nomic1dcypa2knkua7z6csjjl74csl9u5hql3qxrdz07,evmos1dcypa2knkua7z6csjjl74csl9u5hql3qc60kxu,131514466,2
nomic1dcyrzffv4dfqaqrrmw36qtamqgxplxt3cvgcjs,evmos1dcyrzffv4dfqaqrrmw36qtamqgxplxt3x42vmj,1000000000,1
nomic1dcz262fja07qtjpqp9ddkfjhc6dst449ew6667,evmos1dcz262fja07qtjpqp9ddkfjhc6dst4498hcwnu,204143680,1
nomic1dd0fe6lch5tpdre52vksh5skvl4zazy6adk6qd,evmos1dd0fe6lch5tpdre52vksh5skvl4zazy6r55wf0,10802961,1
nomic1dd2pj7ajmdc2qrqlym2sjfnvgvlt6rgj6newns,evmos1dd2pj7ajmdc2qrqlym2sjfnvgvlt6rgjy2m66j,803160000,2
nomic1dd3derusucxrtnhnfjw2x4mm8mzfmj2cjvqh7q,evmos1dd3derusucxrtnhnfjw2x4mm8mzfmj2cv4zrhz,80000000,1
nomic1dd3f2jh7lt57dvn5jrp8xuvlr8yc3mt43kgrxd,evmos1dd3f2jh7lt57dvn5jrp8xuvlr8yc3mt4002h00,133900000,3
nomic1dd3fwrsgxk2t4szrwaaruuplczjv083qgp640j,evmos1dd3fwrsgxk2t4szrwaaruuplczjv083qkccpxs,51811959,1
nomic1dd3rm5l28ajk92ljgyxcm46jjx60rdru5m89t5,evmos1dd3rm5l28ajk92ljgyxcm46jjx60rdru2z93zk,2000000,2
nomic1dd58q33tf7tvag6vjuts5mkkfhtdsja5cfp3jg,evmos1dd58q33tf7tvag6vjuts5mkkfhtdsja5xsr9m2,103080000,1
nomic1dd59tpslr33p2k29qv8mx55d3x3nz0zckf48xt,evmos1dd59tpslr33p2k29qv8mx55d3x3nz0zcgshn0f,181261905,2
nomic1dd5ke68czch4xx998tl66mp0k29pkhv36nmnt3,evmos1dd5ke68czch4xx998tl66mp0k29pkhv3y2e8zn,300000000,3
nomic1dd5ugumzvtepujac9z3ly5uuhgmy3e4anjugcc,evmos1dd5ugumzvtepujac9z3ly5uuhgmy3e4adt7u36,48000000,1
nomic1dd69rzqegd84v3t7wlgy26j586pqnmjz8pydgw,evmos1dd69rzqegd84v3t7wlgy26j586pqnmjzecxepv,100914131,1
nomic1dd7034s8vhv22r0407pz303ptssz5v2fhvp76c,evmos1dd7034s8vhv22r0407pz303ptssz5v2ff4r2n6,25000000,1
nomic1dd83d2fun00ff73883dt9l06elh0te2yczxey4,evmos1dd83d2fun00ff73883dt9l06elh0te2yxmyddh,4168990,2
nomic1dd8tus7ae34qy02ywpnt5vwahnc3w4a0eek7tt,evmos1dd8tus7ae34qy02ywpnt5vwahnc3w4a08q52zf,1254873334,1
nomic1ddcskv84exngmyx8en350dmqt8lz22xxvs3hh3,evmos1ddcskv84exngmyx8en350dmqt8lz22xxjfnr7n,89000000,1
nomic1ddd34ams628jnlt8s86gpfcly07f5z0s92jnqc,evmos1ddd34ams628jnlt8s86gpfcly07f5z0smns8f6,230906533,1
nomic1dddlll40x4wz6enxupn6j203hjmjs5dj0le7eh,evmos1dddlll40x4wz6enxupn6j203hjmjs5dj3xm2s4,101987500,1
nomic1dddsa67c6yrpp3465wmn2ewj9wqcvehkz83hyw,evmos1dddsa67c6yrpp3465wmn2ewj9wqcvehku7nrdv,50757072,1
nomic1dddyyu683uzlfdjk6mgxw0s6v3vjvlk80vchws,evmos1dddyyu683uzlfdjk6mgxw0s6v3vjvlk8346r8j,201508898,1
nomic1dde8gfs2sjrp7ukfuu7cukxrgr9c7llzwnycpn,evmos1dde8gfs2sjrp7ukfuu7cukxrgr9c7llzs2xvg3,208171376,4
nomic1ddeqe9le66ndgl7t5cyfdauvxhu5w0y7xll2fn,evmos1ddeqe9le66ndgl7t5cyfdauvxhu5w0y7cxa7q3,258800000,1
nomic1ddew9xksyhh0r6933z250w2nayhr7nz2z8cxes,evmos1ddew9xksyhh0r6933z250w2nayhr7nz2u76jsj,120132626,2
nomic1ddfam09sragheemyhuq9gt9j5x4z4c506yt9r4,evmos1ddfam09sragheemyhuq9gt9j5x4z4c50yaf32h,144144827,1
nomic1ddfm5q0mxpsf9nw6zuqcvu407qsj7pagdvf09x,evmos1ddfm5q0mxpsf9nw6zuqcvu407qsj7pagn4tmvy,109010876,2
nomic1ddg38mewjeghgeafpdhk2f5ym6k330760mm2q0,evmos1ddg38mewjeghgeafpdhk2f5ym6k330763ze7fd,18099363,1
nomic1ddgsy35m5rgappdl30rmtu9v58qrnc78mxjdva,evmos1ddgsy35m5rgappdl30rmtu9v58qrnc789lse9l,25000000,1
nomic1ddh4l4rpm7qdwpgmtyvsvvwtpqp35pezgluthn,evmos1ddh4l4rpm7qdwpgmtyvsvvwtpqp35pezkx7l73,50757072,1
nomic1ddjjest20egh9lc3s7u8ntzaz9sehpa6f5xvgd,evmos1ddjjest20egh9lc3s7u8ntzaz9sehpa6hdycp0,119601001,3
nomic1ddk5p4vkqnm24cdln6jy3w4lwgmnekxu04gwws,evmos1ddk5p4vkqnm24cdln6jy3w4lwgmnekxu3v268j,402400044,3
nomic1ddmm29alrg566czzx8r2jkd4wxntpa0skd9uwn,evmos1ddmm29alrg566czzx8r2jkd4wxntpa0sg58g83,201277169,1
nomic1ddnfutmjujw9l4nmltvsaj44327dcsy5atwprl,evmos1ddnfutmjujw9l4nmltvsaj44327dcsy5rjv42a,317057887,1
nomic1ddpj3kaf2xrf2l2kkfpepcyhnmjp3c8mpuk05x,evmos1ddpj3kaf2xrf2l2kkfpepcyhnmjp3c8ml95may,183620001,2
nomic1ddpqt34add0t39zhe0swymr8ymln20fejheds4,evmos1ddpqt34add0t39zhe0swymr8ymln20fevwmeeh,3516163,1
nomic1ddq854njwvyg0xqeq29l2wljmkp45gzm0jup09,evmos1ddq854njwvyg0xqeq29l2wljmkp45gzm3t74x8,96207282,1
nomic1ddqfxe6cd9zj32evjlpsq23vnd9gs33905tgea,evmos1ddqfxe6cd9zj32evjlpsq23vnd9gs3393dfusl,136000000,1
nomic1ddqstue5wsh3syctrqa3n3p2wrm7qx9zu4xm9j,evmos1ddqstue5wsh3syctrqa3n3p2wrm7qx9zzvy0vs,8429000000,1
nomic1ddrfy24nfeerc3y6cauqvf9rtkg04mvpsgk57k,evmos1ddrfy24nfeerc3y6cauqvf9rtkg04mvpw35qh5,123564835,1
nomic1ddrsswnfwwcn260yhml84xm3c7sr0k7zjz4ss7,evmos1ddrsswnfwwcn260yhml84xm3c7sr0k7zvmhyeu,55600000,10
nomic1ddrtal6n4fvp7eznfsgjgtwwqct5vryh4y9sq7,evmos1ddrtal6n4fvp7eznfsgjgtwwqct5vryhta8yfu,30054630,1
nomic1dds9mtd0v0j0ytu4fcd3gw3g8fqcj9qx9y9cz9,evmos1dds9mtd0v0j0ytu4fcd3gw3g8fqcj9qxma8vt8,6095950,1
nomic1dds9tphhjfszws8wer55g4sd2jmjezdwu29lkr,evmos1dds9tphhjfszws8wer55g4sd2jmjezdwzn8tlp,136000000,1
nomic1ddse98mc7k0cgwzk9q2r6zq2cz26kyv6q6y0eu,evmos1ddse98mc7k0cgwzk9q2r6zq2cz26kyv67rxms7,2000000000,1
nomic1ddtrvsvacyepzdfw453ae530kxpg6paapu6fl9,evmos1ddtrvsvacyepzdfw453ae530kxpg6paal9cak8,1728825246,1
nomic1ddu0ja69v62nyfrxg33frveysz0h8vlvwt88w0,evmos1ddu0ja69v62nyfrxg33frveysz0h8vlvsj9n8d,70000000,1
nomic1ddu7a65svcrl7x4tp7vxsl9n7ucfdk22te8s7t,evmos1ddu7a65svcrl7x4tp7vxsl9n7ucfdk224q9yhf,400000015,4
nomic1dduc8qj5vrh2h7xmcqq6j0d4tg7smaka7eryqn,evmos1dduc8qj5vrh2h7xmcqq6j0d4tg7smakaqqpsf3,25000000,2
nomic1dduwc5eztuqwx8pvcwldy9p08nvhjfdpy6cxrr,evmos1dduwc5eztuqwx8pvcwldy9p08nvhjfdp6r6j2p,121200000,2
nomic1ddwjz5rnyj7kqh72de8jwlcjuvtjxwpyp8jnst,evmos1ddwjz5rnyj7kqh72de8jwlcjuvtjxwpyl7s8ef,25000000,1
nomic1ddwuusnx7mee3hu6xq9gulaw7htlvaprf4ej0l,evmos1ddwuusnx7mee3hu6xq9gulaw7htlvaprhvmxxa,50757072,1
nomic1ddxrdajd53nxyqmfegtmsrvjcygrk36g03zhrf,evmos1ddxrdajd53nxyqmfegtmsrvjcygrk36g3gqr2t,10000000,1
nomic1ddy4a8m7yfvl9edx3declp84tgc2la7dqnxwf0,evmos1ddy4a8m7yfvl9edx3declp84tgc2la7d72y6qd,170000000,2
nomic1ddy5sx3z8pyrz66w0whx7d6ztkesfnpgqr95hx,evmos1ddy5sx3z8pyrz66w0whx7d6ztkesfnpg768q7y,467350000,4
nomic1ddy8wcekzpxup9lyfn8dhyrjpqt33j4vzdw8g8,evmos1ddy8wcekzpxup9lyfn8dhyrjpqt33j4vu5vnp9,106954514,1
nomic1ddyrhgnh303s5qrgnpyklfm9v7vk7w6yufnygc,evmos1ddyrhgnh303s5qrgnpyklfm9v7vk7w6yzs3sp6,288000000,1
nomic1ddz0fq639tf6362fyhr9dk04dwt7fwqjzltfyp,evmos1ddz0fq639tf6362fyhr9dk04dwt7fwqjuxfadr,886160088,2
nomic1ddzv9xdwxe8cwte9h42cxs3exh637ksvqme7vc,evmos1ddzv9xdwxe8cwte9h42cxs3exh637ksv7zm296,260000000,1
nomic1de07xzcd6fsnnsgjy74qazxhdvv2rqkt5h7p2c,evmos1de07xzcd6fsnnsgjy74qazxhdvv2rqkt2wu4r6,102052208,4
nomic1de0vf8epwgm2myq9k8en60gmaw0sc3atru2020,evmos1de0vf8epwgm2myq9k8en60gmaw0sc3ata9gmrd,12502672,2
nomic1de4vdte7hmvrkkmhvgcmtexdszc8uw805eafpq,evmos1de4vdte7hmvrkkmhvgcmtexdszc8uw802qlagz,24875000,1
nomic1de646yczgx7srqt23gtz7uj2z3caf7gk9ky5s9,evmos1de646yczgx7srqt23gtz7uj2z3caf7gkm0xqe8,47940150,8
nomic1de6fqdsq35flmw2nld5fu6wt39yy2x5agdmfgm,evmos1de6fqdsq35flmw2nld5fu6wt39yy2x5ak5eape,20700000,1
nomic1de6u4kzfr07d088lahc6ce27p74r0ywk768z9e,evmos1de6u4kzfr07d088lahc6ce27p74r0ywkqr9kvm,2363188,1
nomic1de7av0f370akt5mdlld42gxftwu4m90z3c8yhc,evmos1de7av0f370akt5mdlld42gxftwu4m90z0p9s76,103760135,1
nomic1de7mkh3q9wamjumd4cz3f7kywqr3ha928yza58,evmos1de7mkh3q9wamjumd4cz3f7kywqr3ha92eaqfa9,379716802,1
nomic1de86yhs5t5vyggty50vkl59egt87ucq0pzp06j,evmos1de86yhs5t5vyggty50vkl59egt87ucq0lmrmns,101000000,1
nomic1de88wt4tkg6t0reqdly28al6rpcn24dtzj7qxd,evmos1de88wt4tkg6t0reqdly28al6rpcn24dtutu500,471029444,1
nomic1deaz2676hqfru3n447qkgfr4dn2cngp9hedgsr,evmos1deaz2676hqfru3n447qkgfr4dn2cngp9fq0uep,29649523,1
nomic1dec3suxa5d9gv4x6ttxtgnwe34jkehz0pevyyk,evmos1dec3suxa5d9gv4x6ttxtgnwe34jkehz0lqwsd5,1457386989,2
nomic1decjhs0y2cctx3lptxrfn0rnd3m5kk690w2n49,evmos1decjhs0y2cctx3lptxrfn0rnd3m5kk693hg8u8,172000000,2
nomic1dehf37qcm2kufdevaanzj3cq605d0lghjyn9xn,evmos1dehf37qcm2kufdevaanzj3cq605d0lghva3303,50000000,1
nomic1dehuard9x4eps82lyvwhn2pu3kfdsx23d2d5cg,evmos1dehuard9x4eps82lyvwhn2pu3kfdsx23nn0q32,4000000,1
nomic1dej224xxefla6wlcpj5qn63cck8n4qz8dkvres,evmos1dej224xxefla6wlcpj5qn63cck8n4qz8n0whsj,201900000,1
nomic1dejupvr02s8htmmmd8hvpmy62azqxe5wyeas83,evmos1dejupvr02s8htmmmd8hvpmy62azqxe5w6qlywn,1000000006,1
nomic1dek8877a3w2ws2mr0pylzmc08pvmcg63l946e9,evmos1dek8877a3w2ws2mr0pylzmc08pvmcg63puhws8,235471621,1
nomic1dek8f2yu2qvxc872z60vkg4434m6xp2v6e7uwn,evmos1dek8f2yu2qvxc872z60vkg4434m6xp2vyqug83,962550500,2
nomic1dektqpwll0jjxg9zluml940llzc2wevcfckehd,evmos1dektqpwll0jjxg9zluml940llzc2wevchp5d70,448749990,1
nomic1demmeu3xw9am6k5ytv3aq376uv2mm67a8uma4m,evmos1demmeu3xw9am6k5ytv3aq376uv2mm67ae9efue,13227447,1
nomic1demyk4c6ul25xqchfcy802k98vh4p9m526fcej,evmos1demyk4c6ul25xqchfcy802k98vh4p9m55rtvss,1952000000,1
nomic1dengv7klywqskx3mw9u5n4nevdqdy9whdkcm58,evmos1dengv7klywqskx3mw9u5n4nevdqdy9whn060a9,17307809,1
nomic1denpyg2ymltg39kx34khtpu4ejzdhf0j8sdp0u,evmos1denpyg2ymltg39kx34khtpu4ejzdhf0jef04x7,5000000,1
nomic1depc2a560e3guf7dm9rmpyusn8gfuv0zk8gezh,evmos1depc2a560e3guf7dm9rmpyusn8gfuv0zg72dt4,197500000,1
nomic1deqgy4jdaswux5wmz6558fkp0wn5sty20k9l82,evmos1deqgy4jdaswux5wmz6558fkp0wn5sty2308twg,100000000,1
nomic1derdl0cnp9e8vdkvg369q89te9892qyn69vfuv,evmos1derdl0cnp9e8vdkvg369q89te9892qynyuwa4w,3000100,1
nomic1des4qfcr4dndpdxwqyzt848uvtty798hrz3t8w,evmos1des4qfcr4dndpdxwqyzt848uvtty798hamnlwv,136000000,1
nomic1deslqrx6zje72xhncjhs5dktvap3k5jv6r6dr2,evmos1deslqrx6zje72xhncjhs5dktvap3k5jvy6ce2g,15000000,1
nomic1desqev475j2ygntnpghlmskl82tqmnjlfn9rtt,evmos1desqev475j2ygntnpghlmskl82tqmnjlh28hzf,218510000,1
nomic1deszex2jlk4s39p9gah2v6qydepljv0qlrzv4l,evmos1deszex2jlk4s39p9gah2v6qydepljv0qp6qcua,420460000,3
nomic1devtmm555ssljeadjwsvjdmgr6w8t2hu0607ek,evmos1devtmm555ssljeadjwsvjdmgr6w8t2hu3rd2s5,2000000,2
nomic1dex0efp34j7s7nudr5dqvpcmw2wgv50snxn9e0,evmos1dex0efp34j7s7nudr5dqvpcmw2wgv50sdl33sd,99262315,1
nomic1deyctfwc7ec7mnsv4th4shhgpa7qwvsexu5lng,evmos1deyctfwc7ec7mnsv4th4shhgpa7qwvsec9kt62,7001188,1
nomic1dezvpmlv4zrt234u9259zxqffwpmsu5he5qfmh,evmos1dezvpmlv4zrt234u9259zxqffwpmsu5h8dzaj4,150445316,1
nomic1df0ly55shfw8t0paupmk2umyykfhxnqr2gpy9x,evmos1df0ly55shfw8t0paupmk2umyykfhxnqr53rsvy,2000000,1
nomic1df0tq2xrnnhyppe2sgpa4m5ykvp9n2q5sz8jk5,evmos1df0tq2xrnnhyppe2sgpa4m5ykvp9n2q5wm9xlk,201200000,1
nomic1df32veyhfyu4z0ck2up7w64cu94v36chlnq34n,evmos1df32veyhfyu4z0ck2up7w64cu94v36chp2z9u3,2238234674,1
nomic1df3gndv60lc0uas920p2xhh3qk26xnunkjhj57,evmos1df3gndv60lc0uas920p2xhh3qk26xnungt4xau,284000000,1
nomic1df4529crvt5702tdxmayct5m7dq3avswt9km0s,evmos1df4529crvt5702tdxmayct5m7dq3avsw4u50xj,101000000,1
nomic1df4y6n3k03453ry62fun7x7xk25jzc0fnlczvz,evmos1df4y6n3k03453ry62fun7x7xk25jzc0fdx6k9q,4500000,1
nomic1df63z6x3gckv4re74nf5grmvjpna0v7cwayter,evmos1df63z6x3gckv4re74nf5grmvjpna0v7csyxlsp,300000000,3
nomic1df6awjwqydsl4h76gw6d6yxsllz9va0cw2xek7,evmos1df6awjwqydsl4h76gw6d6yxsllz9va0csnydlu,126600000,1
nomic1df6c2d7h8lsn34ac26hlmu0kd3g5kyl3sy7rav,evmos1df6c2d7h8lsn34ac26hlmu0kd3g5kyl3wauh5w,500000000,2
nomic1df6jhwsr2h0kxhaxeq44wz8fddylmphu5c644s,evmos1df6jhwsr2h0kxhaxeq44wz8fddylmphu2pcpuj,4000000000,1
nomic1df6l2t6edanm73vfy2ef3mdc3narpsj0n0qldm,evmos1df6l2t6edanm73vfy2ef3mdc3narpsj0dkztye,53000000,1
nomic1df7jym0kp5p4l4pw4hlxnx65syunqm2kq0mhmh,evmos1df7jym0kp5p4l4pw4hlxnx65syunqm2k7kerj4,25236446,1
nomic1df7qq6pnx6eh5efx907lzdywggnp47fsd87mrz,evmos1df7qq6pnx6eh5efx907lzdywggnp47fsn7u02q,48880000,12
nomic1df80hrpd82lc9l296e6eqc0qnlazc8jq8kup88,evmos1df80hrpd82lc9l296e6eqc0qnlazc8jqe074w9,40617942,1
nomic1df8npgdp49kcdrkcjumk6zrh605jpklp3hl0sp,evmos1df8npgdp49kcdrkcjumk6zrh605jpklp0wamer,2766583,1
nomic1df8w8z395vn5yeeuajl2lclerzpmkjzayv5umk,evmos1df8w8z395vn5yeeuajl2lclerzpmkjza64kgj5,1206256916,2
nomic1df9at4f7gp3cxyeh6u9dk0mf34nf4kqfx9n5mw,evmos1df9at4f7gp3cxyeh6u9dk0mf34nf4kqfcu3qjv,41066885,1
nomic1dfauht5c6tjpqfqqgkmwdu3gp6w32gm9sgks8l,evmos1dfauht5c6tjpqfqqgkmwdu3gp6w32gm9w35ywa,100000000,1
nomic1dfcsq8qzcatr5mq2mjmf2f4ph27shqm3rssjqs,evmos1dfcsq8qzcatr5mq2mjmf2f4ph27shqm3afjxfj,499833143,1
nomic1dfepa2tpstyax34f6yj4d397y3mh28lsh7k4rj,evmos1dfepa2tpstyax34f6yj4d397y3mh28lsf85p2s,35061000,1
nomic1dffwtdusavxhqzkrrfzp8q3fuu72ulp6cswvpk,evmos1dffwtdusavxhqzkrrfzp8q3fuu72ulp6xfvcg5,5100000,2
nomic1dfg6z5mhevfh7xs8sxyatm0nv98dpmgpgfnck4,evmos1dfg6z5mhevfh7xs8sxyatm0nv98dpmgpks3vlh,152550001,2
nomic1dfk6w8m345z82l8u6h93akk4hzep58sjzy5pkj,evmos1dfk6w8m345z82l8u6h93akk4hzep58sjuak4ls,27099500,3
nomic1dfka34663wxrgkftdepgwyukzmrpa3m7z88h74,evmos1dfka34663wxrgkftdepgwyukzmrpa3m7u79rhh,251000000,1
nomic1dfkp77d892dzddzandccw702hxdd8uhtjsysux,evmos1dfkp77d892dzddzandccw702hxdd8uhtvfxy4y,27220000,1
nomic1dfln9h8f33j6230972ldhpw27w9e4cnp4g0zjv,evmos1dfln9h8f33j6230972ldhpw27w9e4cnpt3dkmw,309395001,2
nomic1dfn4fu4jvfqr7jfh2y7xm38tshezvrk7h0hmex,evmos1dfn4fu4jvfqr7jfh2y7xm38tshezvrk7fk40sy,5100000,1
nomic1dfn6qt4p3dt3xmhxsupmhf39t6ap535jcljtxj,evmos1dfn6qt4p3dt3xmhxsupmhf39t6ap535jxxsl0s,25000000,1
nomic1dfpxu84hr2mthumjcvuhzy3qsl8crynxwcm385,evmos1dfpxu84hr2mthumjcvuhzy3qsl8crynxspe9wk,54557411,1
nomic1dfq3lmw7k3hdhmwhkp82jjhtnmazmaufa4xzg0,evmos1dfq3lmw7k3hdhmwhkp82jjhtnmazmaufrvykpd,100097423,1
nomic1dfqfl3jgw5lamul9zww3kz3ufsjvsmk45jx5t9,evmos1dfqfl3jgw5lamul9zww3kz3ufsjvsmk42tyqz8,433400000,2
nomic1dfrazkwl4jg7p0gty3lfegazvgnrppd9se3uzg,evmos1dfrazkwl4jg7p0gty3lfegazvgnrppd9wqngt2,10000000,1
