address,evmos_address,evmos_9000-1_staked,evmos_9000-1_count
nomic19ze8my95vdvkl6vj0xcjxr7kxs7n62a0vu4r9d,evmos19ze8my95vdvkl6vj0xcjxr7kxs7n62a0j9hhv0,103758334,1
nomic19zederawew07cakqpsc3vwxhl2pcqp54ckhe37,evmos19zederawew07cakqpsc3vwxhl2pcqp54x04dcu,45611396,1
nomic19zeh6lertlngeurnh6u8u7yh30pcam96z9ufa7,evmos19zeh6lertlngeurnh6u8u7yh30pcam96uu7a5u,67000000,1
nomic19zfegxm9lt3e5v4ce7t0sxhszvaqf7xgd9vgfy,evmos19zfegxm9lt3e5v4ce7t0sxhszvaqf7xgnuwuqx,56408304,1
nomic19zg5sjpxyz5ut75dlrprcc2xj40u4dfuexwuhh,evmos19zg5sjpxyz5ut75dlrprcc2xj40u4dfu8lvg74,558140842,6
nomic19zja6jwx2xkycmurq5xpcdl2evw40q4t0w554t,evmos19zja6jwx2xkycmurq5xpcdl2evw40q4t3hkquf,34356252,1
nomic19zjakf2ge98tmn83xq0a59mncc3k3n7606ksfq,evmos19zjakf2ge98tmn83xq0a59mncc3k3n763r5yqz,72820000,2
nomic19zjg69k4arte7m088ukpkwu7ggletw04rzleqp,evmos19zjg69k4arte7m088ukpkwu7ggletw04amadfr,104840088,1
nomic19zjkvzrrca0s36yvpn2xuft3g9y2qu06vj6cpy,evmos19zjkvzrrca0s36yvpn2xuft3g9y2qu06jtcvgx,60234706,1
nomic19zl90py48ugtgppsze3fq8me0zgwdysd5pjeqm,evmos19zl90py48ugtgppsze3fq8me0zgwdysd2csdfe,800000000,1
nomic19zlahgcyrz5daux4538yv5v5c02hdc25udfdvn,evmos19zlahgcyrz5daux4538yv5v5c02hdc25z5te93,167058366,1
nomic19zltdlf59al5rs8tuzr00rjrg6x85fwpvtyxxg,evmos19zltdlf59al5rs8tuzr00rjrg6x85fwpjjxj02,108709231,1
nomic19znhuc07sz02frt8hhqc9uu3y9ua964vkdcavs,evmos19znhuc07sz02frt8hhqc9uu3y9ua964vg56f9j,100000000,1
nomic19zq0etgynxnt7lccfkzywxc2chvhg89mdjfyty,evmos19zq0etgynxnt7lccfkzywxc2chvhg89mnttszx,33000000,1
nomic19zrkn69szpun8rwjk9rnvnsh9vqdlj37yqsf8s,evmos19zrkn69szpun8rwjk9rnvnsh9vqdlj376ejawj,37037085,2
nomic19zs9a9jrssrz5y7k7fkrc2c6v5ghdwduhg5h2n,evmos19zs9a9jrssrz5y7k7fkrc2c6v5ghdwduf3krr3,136086179,1
nomic19zuteqy8k8h2hwn3u6rfxhvdgjgruhde5uvz2h,evmos19zuteqy8k8h2hwn3u6rfxhvdgjgruhde29wkr4,4700000,1
nomic19zuxfcrj23n48cnj0fsg42xnahguks0e0wel77,evmos19zuxfcrj23n48cnj0fsg42xnahguks0e3hmthu,17211033,1
nomic19zw079hgwq070vnrsrx6t8qtwedvwxla5md0wn,evmos19zw079hgwq070vnrsrx6t8qtwedvwxla2z0m83,134949751,3
nomic19zwshllrwc8zp8xzgs7w5xslcql6qz8cqh5a93,evmos19zwshllrwc8zp8xzgs7w5xslcql6qz8c7wkfvn,89800000,6
nomic19zx936pysdxfvj92hz6rpzu0z0wrtswuqhzmjf,evmos19zx936pysdxfvj92hz6rpzu0z0wrtswu7wq0mt,2500000,1
nomic19zxn5v8c34p08kf732gf6p4ymkqjaajuq8r0dh,evmos19zxn5v8c34p08kf732gf6p4ymkqjaaju77pmy4,30000000,1
nomic19zz46he7dcu7pl22378q6zht956r8f59f4wsm2,evmos19zz46he7dcu7pl22378q6zht956r8f59hvvyjg,20528441,1
nomic19zzap8nd7gdq6dqupw29dwgpuq39t7sfa08gw7,evmos19zzap8nd7gdq6dqupw29dwgpuq39t7sfrk9u8u,6525045,1
nomic19zzp76am8dgjc3r96qyawcgx4deqjkqlkjcluf,evmos19zzp76am8dgjc3r96qyawcgx4deqjkqlgt6t4t,9950000,1
nomic1a00nfjvynvty9s7a6mk2h7g6grm04vzn8xt0q7,evmos1a00nfjvynvty9s7a6mk2h7g6grm04vznelfmfu,107922363,1
nomic1a0255g3yt5yey7ms4s75nsmf0rzj8h56trm9ek,evmos1a0255g3yt5yey7ms4s75nsmf0rzj8h5646e3s5,7725644,1
nomic1a027mhj7hjz6ju6xvp94yla8tzcc942lwjrswk,evmos1a027mhj7hjz6ju6xvp94yla8tzcc942lstpy85,7945093,1
nomic1a02dnjecuz8p3anvjuj6qw3rjp50lmganltenh,evmos1a02dnjecuz8p3anvjuj6qw3rjp50lmgadxfd64,50300000,1
nomic1a037uyfafcye43jzqy5lu3qrn3rhdy7lqycmce,evmos1a037uyfafcye43jzqy5lu3qrn3rhdy7l7a603m,5000000,2
nomic1a03uw9mwmfg5p9j7u7myp404uqjrmrakdenpln,evmos1a03uw9mwmfg5p9j7u7myp404uqjrmraknq34k3,135290000,1
nomic1a04umlmhz3en05sajvk0z4cge8zd8gq2dy9256,evmos1a04umlmhz3en05sajvk0z4cge8zd8gq2na87ac,385643259,1
nomic1a04xhmmvn4r9qnjmay3cxf6z5ysrt0zpr9x52f,evmos1a04xhmmvn4r9qnjmay3cxf6z5ysrt0zpauyqrt,10510000,1
nomic1a06cghsrhrjsrm3czankhj5gxdv3a9y06v7xvz,evmos1a06cghsrhrjsrm3czankhj5gxdv3a9y0y4uj9q,2000000,1
nomic1a08ttsuquvzle8cxrc6u52m3xzd30e43kvjgpm,evmos1a08ttsuquvzle8cxrc6u52m3xzd30e43g4suge,169700000,1
nomic1a0c3ee8v2qf5a5lpdmvh2esz7uqpx7upgcj87f,evmos1a0c3ee8v2qf5a5lpdmvh2esz7uqpx7upkpsnht,52000000,1
nomic1a0dwhltg47r4pk74tmw9zxxut2w6e89jxl8ncg,evmos1a0dwhltg47r4pk74tmw9zxxut2w6e89jcx9832,750000000,1
nomic1a0g3rg6yjknl9j35rmkcps5ftfwq4gv96yn5qa,evmos1a0g3rg6yjknl9j35rmkcps5ftfwq4gv9ya3qfl,53000000,1
nomic1a0gcjugxgsz7gsazclnw9plku9vxrrntujj57q,evmos1a0gcjugxgsz7gsazclnw9plku9vxrrntztsqhz,11100000,1
nomic1a0gwquwqjgmzk64mx02lgrn2zcfl8crymrufpq,evmos1a0gwquwqjgmzk64mx02lgrn2zcfl8cry967agz,467100285,2
nomic1a0jsdfprp0a576wp35pgardepxrlcxh0yuax76,evmos1a0jsdfprp0a576wp35pgardepxrlcxh069ljhc,70001000,2
nomic1a0kjgx560fgkdxfd5cr9mqa84cvye7aj633u4v,evmos1a0kjgx560fgkdxfd5cr9mqa84cvye7ajygnguw,89000000,3
nomic1a0lsxgtftnz8kddhe5539tkj45y7f5ccy3l0em,evmos1a0lsxgtftnz8kddhe5539tkj45y7f5cc6gamse,101210000,1
nomic1a0mn72lyczlg6c0pm7y8jnechtg45l95mn2fp9,evmos1a0mn72lyczlg6c0pm7y8jnechtg45l9592gag8,4328501,1
nomic1a0n5uf3rr2xremkl5kngkjfeheathzrap66s9m,evmos1a0n5uf3rr2xremkl5kngkjfeheathzralrcyve,5000000,1
nomic1a0nhcp247v45pgxa033vxqkt0fk7yuagjv33xs,evmos1a0nhcp247v45pgxa033vxqkt0fk7yuagv4n90j,10000000,1
nomic1a0nvc6pq5anstdn9flw3y4p9dhx4fuwl9zg5ze,evmos1a0nvc6pq5anstdn9flw3y4p9dhx4fuwlmm2qtm,23306519,1
nomic1a0pc6yu9v2qy7mmyvzj93u58av5z9dm3glknkk,evmos1a0pc6yu9v2qy7mmyvzj93u58av5z9dm3kx58l5,76813574,1
nomic1a0q9hrm5uwn0qx0wttmxa9hy2562nrk9ltqrve,evmos1a0q9hrm5uwn0qx0wttmxa9hy2562nrk9pjzh9m,71516694,1
nomic1a0r08t8ydhncm5uhe7gsqkc8ka8vxv7gx06umz,evmos1a0r08t8ydhncm5uhe7gsqkc8ka8vxv7gckcgjq,232000000,3
nomic1a0thsmecnm4z96aw8razachmnw2cmufjyg7r5m,evmos1a0thsmecnm4z96aw8razachmnw2cmufj63uhae,603700000,8
nomic1a0u8893x0fyznvap50kmgqpyd2d7qaerevs2jn,evmos1a0u8893x0fyznvap50kmgqpyd2d7qaer84j7m3,15578364,1
nomic1a0uktp68ztmuqlzch7g72mvdmdmvmmj42wfcge,evmos1a0uktp68ztmuqlzch7g72mvdmdmvmmj45htvpm,5000000,1
nomic1a0upsw94eh9dnp889jnrvwwj0u53etvaxmq8wg,evmos1a0upsw94eh9dnp889jnrvwwj0u53etvaczzn82,1113988569,5
nomic1a0uvtprf8yd7nnv6kj0s73vj23h42j4ng39srx,evmos1a0uvtprf8yd7nnv6kj0s73vj23h42j4nkg8y2y,1817695581,1
nomic1a0vdsm7fy43ameq4rmpxx4094r25gpc3jrxl4p,evmos1a0vdsm7fy43ameq4rmpxx4094r25gpc3v6ytur,1371260000,1
nomic1a0vsq9uc3qu76nkymdry9t0aehmdq2thqgqv86,evmos1a0vsq9uc3qu76nkymdry9t0aehmdq2th73zcwc,90992381,5
nomic1a0vy8vkankqpy5e0qy6qfuptf2mzsgjgdwwmsc,evmos1a0vy8vkankqpy5e0qy6qfuptf2mzsgjgnhv0e6,66500000,2
nomic1a0w2xm48h6wfdd6jgq64aswat6ydmrn5rlugg7,evmos1a0w2xm48h6wfdd6jgq64aswat6ydmrn5ax7upu,5408905,2
nomic1a0wjayjfu94evzg8e0awpe769h36z84f7crduk,evmos1a0wjayjfu94evzg8e0awpe769h36z84fqppe45,125000000,1
nomic1a0x4fkgpt9kwvha9qnvk5wt7s33avf3dun8pn2,evmos1a0x4fkgpt9kwvha9qnvk5wt7s33avf3dz2946g,60000000,1
nomic1a0xj2pr5cf7t4579dulnfcy0j7ehptpd7yy7wv,evmos1a0xj2pr5cf7t4579dulnfcy0j7ehptpdqax28w,10000000,1
nomic1a0xwhfj6pykq2cams6newtkl50rnhjs8ruewld,evmos1a0xwhfj6pykq2cams6newtkl50rnhjs8a9m6k0,135890000,1
nomic1a0z05l6wsdutqqm5l9ckdkpnutm2kpjx09z7r5,evmos1a0z05l6wsdutqqm5l9ckdkpnutm2kpjx3uq22k,10200000,1
nomic1a20d2u8pslfh5wg3lsanhmcl6u0mhxh6l9w8a7,evmos1a20d2u8pslfh5wg3lsanhmcl6u0mhxh6puvn5u,4100000,1
nomic1a20gh4ajm2e3xnty7u73se0zarammca7zj0rlw,evmos1a20gh4ajm2e3xnty7u73se0zarammca7utdhkv,6604459,1
nomic1a22spreqspsh9s3v67ctsuzaf9n4kallpfrc2k,evmos1a22spreqspsh9s3v67ctsuzaf9n4kalllspvr5,23000000706,1
nomic1a23rjrvw2e05qw2av9uz7lhsvxejprj2u2wy5j,evmos1a23rjrvw2e05qw2av9uz7lhsvxejprj2znvsas,263256753,1
nomic1a24ck4vcjg6m94tyat0y20r9tq27zdq55rg3ns,evmos1a24ck4vcjg6m94tyat0y20r9tq27zdq526296j,3905166,1
nomic1a25f2pp8kmqpd8al7rlhslzwl8yy9juutq2spv,evmos1a25f2pp8kmqpd8al7rlhslzwl8yy9juu4egygw,615248933,1
nomic1a25lrr7duj4c60nu3tddktg7z07azwfvseq3uj,evmos1a25lrr7duj4c60nu3tddktg7z07azwfvwqz94s,101200000,2
nomic1a25q2fjzrquk4uj4lfxslakvex09hvt0v4af8q,evmos1a25q2fjzrquk4uj4lfxslakvex09hvt0jvlawz,27709832,1
nomic1a25t9g0su3dhutf2wxuwyavtt2p26sefz48ev3,evmos1a25t9g0su3dhutf2wxuwyavtt2p26sefuv9d9n,70137015,1
nomic1a26dmnuxuyrvqa23fx2kvzujr3c94v5yrpthvc,evmos1a26dmnuxuyrvqa23fx2kvzujr3c94v5yacfr96,158417966,1
nomic1a26kry97l2p3yxw7swm65kqe6qmc88x3n2nhkg,evmos1a26kry97l2p3yxw7swm65kqe6qmc88x3dn3rl2,1314125553,3
nomic1a275p7m09r8y0enfqd7528fkgadmw5zcugalsa,evmos1a275p7m09r8y0enfqd7528fkgadmw5zcz3ltel,101724063,2
nomic1a2779gz49730h4rz7vlx25c8klgdnmwuza9kz9,evmos1a2779gz49730h4rz7vlx25c8klgdnmwuuy8zt8,100760000,1
nomic1a27rursuwv26tkwwkzxys2wkhpuyjn0q756vze,evmos1a27rursuwv26tkwwkzxys2wkhpuyjn0qqdcctm,328652541,5
nomic1a2988e8qk7mvtytq2p02tamhy273uly8mxw59g,evmos1a2988e8qk7mvtytq2p02tamhy273uly89lvqv2,1203189768,2
nomic1a298kv87lnngrgftlfsht3vl8sut7mpsdu724h,evmos1a298kv87lnngrgftlfsht3vl8sut7mpsn9u7u4,409870124,5
nomic1a29vmhwn25ghjct36qrlttz05sqd00nstv4zl4,evmos1a29vmhwn25ghjct36qrlttz05sqd00ns44hkkh,100026414,1
nomic1a2a6aqaje2k9yp3klp3gg7dl3wyh5t2kcvfjr3,evmos1a2a6aqaje2k9yp3klp3gg7dl3wyh5t2kx4tx2n,1905219220,1
nomic1a2cppc46x780c0hwh7vwplcyehq0hjpc4kuk9v,evmos1a2cppc46x780c0hwh7vwplcyehq0hjpct07zvw,368500000,7
nomic1a2e6cj7hecqxu08cm6yjmpnhmwqpth5c6zmadu,evmos1a2e6cj7hecqxu08cm6yjmpnhmwqpth5cymefy7,22153720,1
nomic1a2f6smlly4s4f20l0k98nd0ug8zrzd2cnyct3h,evmos1a2f6smlly4s4f20l0k98nd0ug8zrzd2cda6lc4,61000000,1
nomic1a2fuz6ew68xh8ehe6k66jtpku5zw3hrjt294dk,evmos1a2fuz6ew68xh8ehe6k66jtpku5zw3hrj4n8py5,25000000,1
nomic1a2g353vgkd4wk8dtjzhrldvtd3z2xuv3dght38,evmos1a2g353vgkd4wk8dtjzhrldvtd3z2xuv3n34lc9,79500000,2
nomic1a2gvsp3cssmk045qqsxuanaycw432ua8yjdkkd,evmos1a2gvsp3cssmk045qqsxuanaycw432ua86t0zl0,124981758,1
nomic1a2hlghd9sq0f5c3dh80ye874atec8kuz85zm0w,evmos1a2hlghd9sq0f5c3dh80ye874atec8kuzedq0xv,81500000,1
nomic1a2j5fulc3j34cgeml76p7qw6elf2vlkrzqvjzl,evmos1a2j5fulc3j34cgeml76p7qw6elf2vlkruewxta,112000000,1
nomic1a2jwx3zs5wezdpz5yf8qwdfqht9z2mgqpsqxvn,evmos1a2jwx3zs5wezdpz5yf8qwdfqht9z2mgqlfzj93,136086349,1
nomic1a2ncnywslxqjdcxse9jj49576tqz5gyhmgj530,evmos1a2ncnywslxqjdcxse9jj49576tqz5gyh93sqcd,67230000,2
nomic1a2p28v6y486u9pygz3efs4c4m5ywff8r5yzwy0,evmos1a2p28v6y486u9pygz3efs4c4m5ywff8r2aq6dd,17576164827,1
nomic1a2p5n7rg60w5tvvlcvejyn6mmhy93s3hhz3pmj,evmos1a2p5n7rg60w5tvvlcvejyn6mmhy93s3hfmn4js,305846999,7
nomic1a2pc7krnh4mclxuvkrqk2jrz4r3w7v9jr7n0c7,evmos1a2pc7krnh4mclxuvkrqk2jrz4r3w7v9ja83m3u,119588452,1
nomic1a2pnkzly40m8uw7yhvhgt9ldx66v0z89j729z9,evmos1a2pnkzly40m8uw7yhvhgt9ldx66v0z89v8g3t8,251210000,1
nomic1a2pnug80su50f25wdssea3j7y99yqy0c359prv,evmos1a2pnug80su50f25wdssea3j7y99yqy0c0d842w,3000000,1
nomic1a2sa3uawnrzlny5j0xgd2jg9rtygpks7ktq90l,evmos1a2sa3uawnrzlny5j0xgd2jg9rtygpks7gjz3xa,29808925,1
nomic1a2st7ax29cl58hekwl2vqg3ehsgrue6km0e7xr,evmos1a2st7ax29cl58hekwl2vqg3ehsgrue6k9km20p,120500000,3
nomic1a2un4a94h043d72x7n896ej0azanf7lr7qg0m9,evmos1a2un4a94h043d72x7n896ej0azanf7lrqe2mj8,50001914,1
nomic1a2uudyq92ztl246jen0827mdam8tz3jaa3l9q0,evmos1a2uudyq92ztl246jen0827mdam8tz3jarga3fd,77647113,1
nomic1a2uv8rkls227wr9ujlz3k0mc50paxe26r9p4d3,evmos1a2uv8rkls227wr9ujlz3k0mc50paxe26aurpyn,29429048,1
nomic1a2w2y46pmpn9nsv9d4y2dnje70cwujdwu3ufgs,evmos1a2w2y46pmpn9nsv9d4y2dnje70cwujdwzg7apj,50500000,1
nomic1a2wtr50cnrd8lvxjnn0qlq6tjr9mjnl39y0m78,evmos1a2wtr50cnrd8lvxjnn0qlq6tjr9mjnl3mad0h9,700100000,1
nomic1a2xy3nq9weqrzx4x67v46nz4ccuapj87k9d6rc,evmos1a2xy3nq9weqrzx4x67v46nz4ccuapj87gu0w26,4974744,1
nomic1a2ymvrvt934zxlyaaf6e5qapm0uv9dqe9s38jf,evmos1a2ymvrvt934zxlyaaf6e5qapm0uv9dqemfnnmt,47000000,1
nomic1a2z40w5l3v2qwaqw0emr0rl2wa99g6crqkagff,evmos1a2z40w5l3v2qwaqw0emr0rl2wa99g6cr70luqt,26030000,2
nomic1a2zcd48xtvpuy3gl0vu6v4pcxkcwp0056la5qx,evmos1a2zcd48xtvpuy3gl0vu6v4pcxkcwp005yxlqfy,1153456788,3
nomic1a2zuszq97d4xtkt0d5mq6qklk047rq5qdpudza,evmos1a2zuszq97d4xtkt0d5mq6qklk047rq5qnc7etl,2388000,1
nomic1a30zpmw9p5j2nvxpgl58t9mylg9rg56r22nygd,evmos1a30zpmw9p5j2nvxpgl58t9mylg9rg56r5n3sp0,70299998,4
nomic1a344c75nx85s4vat05vusjh52gd0llllzx77as,evmos1a344c75nx85s4vat05vusjh52gd0llllulu25j,50000000,1
nomic1a36r4jvcprvewxnr2qhfs0h4spec3523588nk5,evmos1a36r4jvcprvewxnr2qhfs0h4spec35232798lk,5648755056,1
nomic1a37yy5zhphm6hns4tpdxx4j9fat3crflq7c7sw,evmos1a37yy5zhphm6hns4tpdxx4j9fat3crfl7862ev,250000000,1
nomic1a38w4jkp2w8h8qewvw7lmchlsf3c4ls0lhpwlt,evmos1a38w4jkp2w8h8qewvw7lmchlsf3c4ls0pwr6kf,314890473,3
nomic1a3acenv5nrfhs3cdx8jxv9d33mlffe8uxw4ksk,evmos1a3acenv5nrfhs3cdx8jxv9d33mlffe8uchhze5,150000000,2
nomic1a3aeuk2g2787tacjjh8u2qyvtuq76g5zgcwxt7,evmos1a3aeuk2g2787tacjjh8u2qyvtuq76g5zkpvjzu,10000000,1
nomic1a3aukjpjrerp49apkdj43lkq2sj8082cqm6vhf,evmos1a3aukjpjrerp49apkdj43lkq2sj8082c7zcc7t,257522797,1
nomic1a3aut2sdv39fc03u3tuunhglygzpht5mgz7kyh,evmos1a3aut2sdv39fc03u3tuunhglygzpht5mkmuzd4,144096918,1
nomic1a3ckcvf0hyjsqdk303v6wx72cx8akg0wuwna4c,evmos1a3ckcvf0hyjsqdk303v6wx72cx8akg0wzh3fu6,102210793,1
nomic1a3f263uk6degjdhkxs8yt5zhaj5h9vty3k70d9,evmos1a3f263uk6degjdhkxs8yt5zhaj5h9vty00umy8,50000000,1
nomic1a3fvtccaehsfdtfwrneruuyalhty4csz0aww9x,evmos1a3fvtccaehsfdtfwrneruuyalhty4csz3yv6vy,209025346,2
nomic1a3j00cvpngpmelyngr8f5mcwynqr4w5wq4c35c,evmos1a3j00cvpngpmelyngr8f5mcwynqr4w5w7v69a6,45000000,1
nomic1a3jkrtvd52p49exwhee7a07z7h6r4uchnflwa5,evmos1a3jkrtvd52p49exwhee7a07z7h6r4uchdsa65k,12400000,1
nomic1a3lh8mkdda7u8mkkt8vjw5nal54ax2d4x499rw,evmos1a3lh8mkdda7u8mkkt8vjw5nal54ax2d4cv832v,21000000,1
nomic1a3luqt84l4d4y8hgn0dx5cn56utd3u95cuf8l4,evmos1a3luqt84l4d4y8hgn0dx5cn56utd3u95x9tnkh,262520985,3
nomic1a3m2hyh9gqmg86fwqvjjp2hadt9l0nrzxwa226,evmos1a3m2hyh9gqmg86fwqvjjp2hadt9l0nrzchl7rc,525000489,1
nomic1a3mkyam2f9gwvv9esp3lgdhy25pxgtrkm7pc29,evmos1a3mkyam2f9gwvv9esp3lgdhy25pxgtrk98rvr8,57820944,1
nomic1a3mtwq89a8ze3zmpmgxu5awmym67mmtzpjlk3j,evmos1a3mtwq89a8ze3zmpmgxu5awmym67mmtzltazcs,262500000,3
nomic1a3nj43exxelle3qe2pxf8q0u97yaw3umkmmymm,evmos1a3nj43exxelle3qe2pxf8q0u97yaw3umgzesje,26963303,1
nomic1a3nke8jdwlqce8wn6ed4tushgzfls8sm6chadn,evmos1a3nke8jdwlqce8wn6ed4tushgzfls8smyp4fy3,40000000,2
nomic1a3st2sj6mzw8gzcveplkh8gm4vyltdy5gaqzce,evmos1a3st2sj6mzw8gzcveplkh8gm4vyltdy5kyzk3m,50001414,1
nomic1a3u8kcvc0rgtyda66uhc7lk06qn3d7s8htu5rv,evmos1a3u8kcvc0rgtyda66uhc7lk06qn3d7s8fj7q2w,40000000,1
nomic1a3vkjxajz7et3msrm0fju3taw9556jngg85xwf,evmos1a3vkjxajz7et3msrm0fju3taw9556jngk7kj8t,80834405988,1
nomic1a3w602vaayua6zmvwufapvkzteme2vafaumfx4,evmos1a3w602vaayua6zmvwufapvkzteme2vafr9ea0h,65510245,4
nomic1a3w6fmv6swn9tg5undvuc8meq9y5crdug6th09,evmos1a3w6fmv6swn9tg5undvuc8meq9y5crdukrfrx8,19572452,2
nomic1a3xjuleerhm7hkdv4zhkl8un7px7ku9mdwd4y3,evmos1a3xjuleerhm7hkdv4zhkl8un7px7ku9mnh0pdn,60000000,1
nomic1a3xll4jwtyyvztndq9q9lmkqwhrh33agc2caxe,evmos1a3xll4jwtyyvztndq9q9lmkqwhrh33agxn6f0m,495795273,2
nomic1a40udy5dzaq8l7rxa68edwx9y75xaz4gu3xwv0,evmos1a40udy5dzaq8l7rxa68edwx9y75xaz4gzgy69d,4038000,2
nomic1a42lax7jtp7f252x9ekhngm526a8xnvlxkxwlm,evmos1a42lax7jtp7f252x9ekhngm526a8xnvlc0y6ke,56800376,3
nomic1a43fvm0vuahdtc8ht0hyf2uly8ykg2je4466mq,evmos1a43fvm0vuahdtc8ht0hyf2uly8ykg2jetvcwjz,61025472,1
nomic1a44ltxzk73y8puweqyxhpq7cxce3z7pux9m5lk,evmos1a44ltxzk73y8puweqyxhpq7cxce3z7pucueqk5,10300000,1
nomic1a44xmc9hxqxjga0tn3acgl7nh586wykd4hklhw,evmos1a44xmc9hxqxjga0tn3acgl7nh586wykdtw5t7v,69950125,9
nomic1a45sfqcse9eagm0nhlpfpqs0wgkty5emy6jxd7,evmos1a45sfqcse9eagm0nhlpfpqs0wgkty5em6rsjyu,446860293,1
nomic1a465emgzmuc5z452ptwjyt9x6xhsr0d0y3aeqh,evmos1a465emgzmuc5z452ptwjyt9x6xhsr0d06gldf4,122707048,2
nomic1a48zdrzk0adqx665ma2rw9rsv6cl6jfrylu9cl,evmos1a48zdrzk0adqx665ma2rw9rsv6cl6jfr6x733a,4500000,1
nomic1a497f87sxscy7tksv5ecepl8chjaf0tge65gfy,evmos1a497f87sxscy7tksv5ecepl8chjaf0tg8rkuqx,48750564,1
nomic1a4a92wlhw2eczpgqprcl05kjpgddps6ghv2en8,evmos1a4a92wlhw2eczpgqprcl05kjpgddps6gf4gd69,31940000,5
nomic1a4am9uunu03g279wn0hc4vl8qgktt8k9xctjrm,evmos1a4am9uunu03g279wn0hc4vl8qgktt8k9cpfx2e,624449999,1
nomic1a4cxkz0dtx66ffvwszg3drf7gwpg50kw0jujhx,evmos1a4cxkz0dtx66ffvwszg3drf7gwpg50kw3t7x7y,2000000,2
nomic1a4d3zm5k7rcprgyfujvdfk3puktdq06vt6ct8t,evmos1a4d3zm5k7rcprgyfujvdfk3puktdq06v4r6lwf,409572410,2
nomic1a4dhzaeresy9nu5cmr586zjnulrx4ham3aj2p2,evmos1a4dhzaeresy9nu5cmr586zjnulrx4ham0ys7gg,250100000,1
nomic1a4efdnwqjlcup47pq0uv873ru56yxf5f63saps,evmos1a4efdnwqjlcup47pq0uv873ru56yxf5fygjfgj,1350003741,1
nomic1a4eqlwm6t5m57ruuq7fzxp68ttgdvkeg5fyh3m,evmos1a4eqlwm6t5m57ruuq7fzxp68ttgdvkeg2sxrce,934681299,1
nomic1a4fyz75hv4749qw3xsfal68prhwnxpxj9aaa2g,evmos1a4fyz75hv4749qw3xsfal68prhwnxpxjmylfr2,80054010,1
nomic1a4h2ch5klpcxf49cjm45jlj4la7l0q9xa3y7rg,evmos1a4h2ch5klpcxf49cjm45jlj4la7l0q9xrgx222,102894266,1
nomic1a4h5ekfg376zl8s3nanrhqgtuf0g2lgtygv3av,evmos1a4h5ekfg376zl8s3nanrhqgtuf0g2lgt63w95w,10319325124,3
nomic1a4hqw3vw670rtk0qlvzs8vsksuxtd2nkvua3er,evmos1a4hqw3vw670rtk0qlvzs8vsksuxtd2nkj9l9sp,23655885,1
nomic1a4j6wj8mafagz4rdc56fhqtzw8l262kraqk659,evmos1a4j6wj8mafagz4rdc56fhqtzw8l262krre5wa8,10016600,1
nomic1a4lm7ymy2r9wmtrff8h2gnmqsk0mxwz9qvsac9,evmos1a4lm7ymy2r9wmtrff8h2gnmqsk0mxwz974jf38,5000000,1
nomic1a4lxzuwnps8h77lmxg9emzt84vx08whr9xtalv,evmos1a4lxzuwnps8h77lmxg9emzt84vx08whrmlffkw,77907866,2
nomic1a4mcsvujmazhwkrdh5ne23q3z0aqaumysx0rpr,evmos1a4mcsvujmazhwkrdh5ne23q3z0aqaumywldhgp,80000000,1
nomic1a4mdxmkd5f45jenmlfqxeju74ednrc5tjphthn,evmos1a4mdxmkd5f45jenmlfqxeju74ednrc5tvc4l73,5000000,1
nomic1a4p4690dm0f2c39vx7sjtx3s0saya5g7gjht7y,evmos1a4p4690dm0f2c39vx7sjtx3s0saya5g7kt4lhx,50000000,1
nomic1a4pc76fgr76s797tl03xzsaa3ufev5h9sntrug,evmos1a4pc76fgr76s797tl03xzsaa3ufev5h9w2fh42,150000000,2
nomic1a4rwhr4rq06tzjxctwrdzrd6xvh7xfju8ea9rg,evmos1a4rwhr4rq06tzjxctwrdzrd6xvh7xfjueql322,9700000,2
nomic1a4rzj5yfqufua6kjdfm6egrdulkwm6psdvqrrr,evmos1a4rzj5yfqufua6kjdfm6egrdulkwm6psn4zh2p,101111029,3
nomic1a4s29jhmwcf3zkltm06jjmqpvz8d3qlxgy7f0s,evmos1a4s29jhmwcf3zkltm06jjmqpvz8d3qlxkauaxj,156000000,7
nomic1a4smdkw70c8vdg6eg80r0zsuwgpmtr8ymnstxj,evmos1a4smdkw70c8vdg6eg80r0zsuwgpmtr8y92jl0s,2500000,1
nomic1a4sql2w7z36y8t3mxcn706zpjq0plnk645u26p,evmos1a4sql2w7z36y8t3mxcn706zpjq0plnk6td77nr,7089000,1
nomic1a4tcm9vh8rffw4pljlvlueuxn4lvkn5hfv0paq,evmos1a4tcm9vh8rffw4pljlvlueuxn4lvkn5hh4d45z,4000000,1
nomic1a4tekvme59wuay4arr5jxtryyfr2qzge5kxpj8,evmos1a4tekvme59wuay4arr5jxtryyfr2qzge20y4m9,12622914,1
nomic1a4tjkq0nn6an5at4gq6wmdk9l6syyh57r86dvk,evmos1a4tjkq0nn6an5at4gq6wmdk9l6syyh57a7ce95,50000000,1
nomic1a4tze04sl8lrrnvelyn5aqmrkgcqky68cmnkcp,evmos1a4tze04sl8lrrnvelyn5aqmrkgcqky68xz3z3r,707174923,1
nomic1a4uc0mea956dd2ald4xmas3e36nqwstn855a2p,evmos1a4uc0mea956dd2ald4xmas3e36nqwstnedkfrr,26410000,1
